;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;green_hist_score;blue_hist_score;edges_score;entropy_score;vevo
2867;2867;RkHuWjiR-LM;3;['images\\maxresdefault\\2867_US_RkHuWjiR-LM_0.jpg'];[False];[200];['person'];[0.9275271];" 
";['neutral'];[([(215, 175, 135), 'Tan'], 4603.0), ([(215, 175, 175), 'MistyRose3'], 3322.0), ([(208, 208, 208), 'Grey82'], 2510.0), ([(135, 0, 0), 'DarkRed'], 2442.0), ([(228, 228, 228), 'Grey89'], 2399.0)];[([(192, 192, 192), 'Silver'], 9894.0), ([(128, 128, 128), 'Gray'], 5603.0), ([(128, 0, 0), 'Maroon'], 1591.0), ([(255, 0, 0), 'Red'], 1156.0), ([(255, 255, 255), 'White'], 1029.0)];869524.0;1066681.0;5451.826171875;5162.1484375;5294.13134765625;6842.61767578125;1678964.0;218.05674407962476;False
2868;2868;RkU4WWEUj-Y;3;['images\\maxresdefault\\2868_US_RkU4WWEUj-Y_0.jpg'];[False];[200];[];[];" 

    

 
 

ice
ea Age's

    

Email friends
in Phoeniy,

7%
=
~ A
“Gl shea
| ikl |
i =

inrodacing Herd-vorking, Easygoing Sofivan re Everyone a ae
";[];[([(228, 228, 228), 'Grey89'], 5945.0), ([(238, 238, 238), 'Grey93'], 4746.0), ([(255, 215, 0), 'Gold1'], 3995.0), ([(175, 135, 135), 'RosyBrown'], 3973.0), ([(198, 198, 198), 'Grey78'], 3214.0)];[([(255, 255, 255), 'White'], 5440.0), ([(192, 192, 192), 'Silver'], 5146.0), ([(255, 255, 0), 'Yellow'], 4826.0), ([(128, 128, 128), 'Gray'], 1979.0), ([(0, 0, 0), 'Black'], 1502.0)];748468.0;1015494.0;8047.19921875;5581.396484375;8580.5166015625;6879.8583984375;1678889.0;209.90367234870152;False
2869;2869;RlSzahonkTk;10;['images\\maxresdefault\\2869_US_RlSzahonkTk_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.7750608, 0.6281633, 0.6042015, 0.51299185];" 
";['neutral', 'happy', 'happy', 'happy'];[([(18, 18, 18), 'Grey7'], 11718.0), ([(28, 28, 28), 'Grey11'], 4708.0), ([(38, 38, 38), 'Grey15'], 3534.0), ([(208, 208, 208), 'Grey82'], 2898.0), ([(198, 198, 198), 'Grey78'], 2712.0)];[([(0, 0, 0), 'Black'], 14430.0), ([(128, 128, 128), 'Gray'], 5189.0), ([(192, 192, 192), 'Silver'], 931.0), ([(128, 0, 128), 'Purple'], 186.0), ([(255, 255, 255), 'White'], 0.0)];1142555.0;1019094.0;3262.293212890625;3569.67333984375;3246.990234375;3606.31201171875;1678798.0;232.53506463791328;False
2870;2870;RmH15TCBvDk;3;['images\\maxresdefault\\2870_US_RmH15TCBvDk_0.jpg'];[False];[200];['cell phone', 'cell phone', 'cell phone'];[0.8706554, 0.66212684, 0.5433716];" 

 
";[];[([(215, 175, 175), 'MistyRose3'], 28437.0), ([(208, 208, 208), 'Grey82'], 5783.0), ([(175, 135, 135), 'RosyBrown'], 2807.0), ([(135, 95, 95), 'LightPink4'], 1869.0), ([(48, 48, 48), 'Grey19'], 1312.0)];[([(192, 192, 192), 'Silver'], 12868.0), ([(128, 128, 128), 'Gray'], 3804.0), ([(0, 0, 0), 'Black'], 1342.0), ([(255, 255, 255), 'White'], 1232.0), ([(0, 0, 128), 'Navy'], 446.0)];772477.0;817366.0;8747.240234375;8998.2861328125;8516.9716796875;8912.9599609375;1679569.0;227.71444914769478;False
2871;2871;Rm_zQP9JIJI;6;['images\\maxresdefault\\2871_US_Rm_zQP9JIJI_0.jpg'];[False];[200];['person', 'person', 'snowboard'];[0.88876307, 0.862694, 0.560572];"i | al ig
&

  
";['happy', 'happy'];[([(215, 0, 95), 'DeepPink3'], 15612.0), ([(38, 38, 38), 'Grey15'], 14736.0), ([(255, 255, 255), 'White'], 2837.0), ([(0, 0, 0), 'Black'], 2283.0), ([(8, 8, 8), 'Grey3'], 1807.0)];[([(0, 0, 0), 'Black'], 5320.0), ([(255, 0, 0), 'Red'], 4403.0), ([(0, 0, 128), 'Navy'], 3919.0), ([(128, 128, 128), 'Gray'], 3212.0), ([(192, 192, 192), 'Silver'], 1894.0)];1351123.0;1055041.0;6154.52294921875;6165.81640625;5281.08203125;4725.5615234375;1679225.0;477.4886168630592;False
2872;2872;RnaEqiVnad0;4;['images\\maxresdefault\\2872_US_RnaEqiVnad0_0.jpg'];[False];[200];['sports ball', 'dog'];[0.89735854, 0.6300993];" 
";[];[([(28, 28, 28), 'Grey11'], 9329.0), ([(238, 238, 238), 'Grey93'], 7266.0), ([(228, 228, 228), 'Grey89'], 4388.0), ([(38, 38, 38), 'Grey15'], 3523.0), ([(18, 18, 18), 'Grey7'], 3301.0)];[([(255, 255, 255), 'White'], 7386.0), ([(128, 128, 128), 'Gray'], 4621.0), ([(192, 192, 192), 'Silver'], 4105.0), ([(0, 0, 0), 'Black'], 4053.0), ([(0, 0, 128), 'Navy'], 244.0)];1093591.0;891770.0;5660.9072265625;5280.73828125;5604.60693359375;5805.14794921875;1679502.0;271.795904358769;False
2873;2873;RoIJtobSOqc;11;['images\\maxresdefault\\2873_US_RoIJtobSOqc_0.jpg'];[False];[200];[];[];"everyone a With
| .

ET:

   
";[];[([(255, 255, 255), 'White'], 7222.0), ([(135, 215, 255), 'SkyBlue1'], 7101.0), ([(95, 175, 255), 'SteelBlue1'], 5168.0), ([(135, 175, 255), 'SkyBlue2'], 4891.0), ([(175, 215, 255), 'LightSkyBlue1'], 2863.0)];[([(0, 0, 0), 'Black'], 8569.0), ([(192, 192, 192), 'Silver'], 4576.0), ([(128, 128, 128), 'Gray'], 2746.0), ([(255, 255, 255), 'White'], 1932.0), ([(128, 0, 0), 'Maroon'], 1465.0)];960700.0;1112229.0;5286.16650390625;6649.4130859375;5640.73388671875;4168.89501953125;1679039.0;233.74613888571102;False
2874;2874;Rq9-mW6HgQE;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2875;2875;RqAFeV8Bosc;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2876;2876;RrhSJzM8NLE;7;['images\\maxresdefault\\2876_US_RrhSJzM8NLE_0.jpg'];[False];[200];['person', 'person'];[0.73385394, 0.65244144];" 
";[];[([(0, 0, 0), 'Black'], 14080.0), ([(18, 18, 18), 'Grey7'], 5501.0), ([(28, 28, 28), 'Grey11'], 5212.0), ([(38, 38, 38), 'Grey15'], 4740.0), ([(48, 48, 48), 'Grey19'], 4293.0)];[([(0, 0, 0), 'Black'], 12105.0), ([(128, 128, 128), 'Gray'], 3375.0), ([(128, 0, 0), 'Maroon'], 1772.0), ([(192, 192, 192), 'Silver'], 1689.0), ([(255, 255, 255), 'White'], 1030.0)];1410060.0;1174767.0;6566.40234375;6228.6943359375;6340.423828125;6704.376953125;1679872.0;352.5497082713648;False
2877;2877;RsGqQC2tRRM;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2878;2878;RsIIT6rXnSM;5;['images\\maxresdefault\\2878_US_RsIIT6rXnSM_0.jpg'];[False];[200];['person', 'person'];[0.8819495, 0.8718069];" 
";['happy'];[([(38, 38, 38), 'Grey15'], 5812.0), ([(48, 48, 48), 'Grey19'], 4610.0), ([(58, 58, 58), 'Grey23'], 3639.0), ([(28, 28, 28), 'Grey11'], 3123.0), ([(68, 68, 68), 'Grey27'], 3082.0)];[([(0, 0, 0), 'Black'], 7102.0), ([(128, 128, 128), 'Gray'], 5719.0), ([(128, 0, 0), 'Maroon'], 2058.0), ([(192, 192, 192), 'Silver'], 1832.0), ([(128, 128, 0), 'Olive'], 1338.0)];1143209.0;971963.0;3117.271484375;3530.067138671875;3428.80322265625;3138.5888671875;1678553.0;275.21473515616066;False
2879;2879;RskA7MUqpQg;6;['images\\maxresdefault\\2879_US_RskA7MUqpQg_0.jpg'];[False];[200];['person', 'tv', 'person', 'person'];[0.797258, 0.7263414, 0.6908998, 0.5380602];"yy, , as
WINS

B

 
";['happy'];[([(38, 38, 38), 'Grey15'], 5670.0), ([(28, 28, 28), 'Grey11'], 5264.0), ([(48, 48, 48), 'Grey19'], 4843.0), ([(135, 95, 95), 'LightPink4'], 4373.0), ([(255, 255, 255), 'White'], 4299.0)];[([(0, 0, 0), 'Black'], 9868.0), ([(128, 128, 128), 'Gray'], 4386.0), ([(128, 0, 0), 'Maroon'], 3650.0), ([(255, 255, 255), 'White'], 1443.0), ([(128, 128, 0), 'Olive'], 776.0)];1227217.0;897891.0;4128.1201171875;4150.7666015625;4442.30078125;3967.61328125;1679078.0;249.4881592495138;False
2880;2880;RxlSl-kG3qg;15;['images\\maxresdefault\\2880_US_RxlSl-kG3qg_0.jpg'];[False];[200];['person', 'person'];[0.865987, 0.7047109];" 
";['happy', 'happy', 'neutral'];[([(18, 18, 18), 'Grey7'], 10692.0), ([(28, 28, 28), 'Grey11'], 7369.0), ([(38, 38, 38), 'Grey15'], 5178.0), ([(215, 215, 175), 'LightYellow3'], 3057.0), ([(215, 175, 135), 'Tan'], 2832.0)];[([(0, 0, 0), 'Black'], 6651.0), ([(128, 128, 128), 'Gray'], 5334.0), ([(192, 192, 192), 'Silver'], 5118.0), ([(128, 128, 0), 'Olive'], 1886.0), ([(128, 0, 0), 'Maroon'], 1661.0)];1161727.0;960247.0;4000.86474609375;4406.2314453125;4075.786376953125;3884.099365234375;1679101.0;282.55817412195404;False
2881;2881;RxvcH25WThg;1;['images\\maxresdefault\\2881_US_RxvcH25WThg_0.jpg'];[False];[200];['person', 'tie'];[0.8830093, 0.534471];" 
";['neutral'];[([(95, 135, 255), 'CornflowerBlue'], 4897.0), ([(68, 68, 68), 'Grey27'], 4276.0), ([(215, 0, 0), 'Red3'], 4150.0), ([(0, 95, 135), 'DeepSkyBlue4'], 4095.0), ([(0, 95, 175), 'DeepSkyBlue4'], 3614.0)];[([(128, 128, 128), 'Gray'], 6955.0), ([(0, 128, 128), 'Teal'], 3265.0), ([(0, 0, 255), 'Blue'], 2416.0), ([(192, 192, 192), 'Silver'], 2342.0), ([(128, 128, 0), 'Olive'], 1585.0)];1403228.0;1159325.0;8307.671875;4267.35986328125;7342.05615234375;6478.705078125;1679532.0;207.98615719025284;False
2882;2882;RxzZ_OXQApM;1;['images\\maxresdefault\\2882_US_RxzZ_OXQApM_0.jpg'];[False];[200];['dog'];[0.73953325];" 
";['happy'];[([(0, 0, 0), 'Black'], 9624.0), ([(175, 135, 95), 'LightSalmon3'], 6977.0), ([(95, 95, 135), 'MediumPurple4'], 3070.0), ([(175, 95, 95), 'IndianRed'], 2513.0), ([(58, 58, 58), 'Grey23'], 2199.0)];[([(128, 128, 128), 'Gray'], 7793.0), ([(0, 0, 0), 'Black'], 4451.0), ([(192, 192, 192), 'Silver'], 3974.0), ([(0, 0, 128), 'Navy'], 1550.0), ([(255, 255, 255), 'White'], 1459.0)];988678.0;986111.0;3450.95849609375;3531.04345703125;3385.1591796875;3754.6513671875;1679268.0;260.6692598100904;False
2883;2883;RyH8TWLribw;3;['images\\maxresdefault\\2883_US_RyH8TWLribw_0.jpg'];[False];[200];[];[];"ai lity Os0e) ge |=
per Ta Re [ee

- Ee Pe - rit Sueams,

 

    
      
 

Add Your Friends

cr)

  
   

   

TCE aera)
Downtime for v3.3 will begin @ 5:00am ET (09:00 GMT).
";[];[([(18, 18, 18), 'Grey7'], 6981.0), ([(38, 38, 38), 'Grey15'], 4910.0), ([(48, 48, 48), 'Grey19'], 4902.0), ([(95, 95, 135), 'MediumPurple4'], 4806.0), ([(28, 28, 28), 'Grey11'], 4270.0)];[([(0, 0, 0), 'Black'], 8332.0), ([(0, 0, 128), 'Navy'], 5223.0), ([(128, 128, 128), 'Gray'], 4425.0), ([(0, 128, 128), 'Teal'], 1389.0), ([(192, 192, 192), 'Silver'], 820.0)];1314604.0;997795.0;4431.7353515625;4845.6650390625;4169.7666015625;5010.01318359375;1678893.0;258.7995652671319;False
2884;2884;RyquDQ5kWSs;14;['images\\maxresdefault\\2884_US_RyquDQ5kWSs_0.jpg'];[False];[200];['person'];[0.7837494];"Minas 4 hh) |
can Shons AZ :
SG \é \ »
Mi

— |
";['happy'];[([(255, 175, 0), 'Orange1'], 5904.0), ([(68, 68, 68), 'Grey27'], 5282.0), ([(78, 78, 78), 'Grey30'], 5007.0), ([(0, 0, 0), 'Black'], 4490.0), ([(28, 28, 28), 'Grey11'], 4260.0)];[([(0, 0, 0), 'Black'], 7341.0), ([(128, 128, 128), 'Gray'], 6392.0), ([(255, 255, 0), 'Yellow'], 3084.0), ([(128, 128, 0), 'Olive'], 2490.0), ([(128, 0, 0), 'Maroon'], 1015.0)];1371118.0;1088504.0;4579.52880859375;6136.2490234375;4323.34375;4823.56591796875;1679257.0;225.79247225717882;False
2885;2885;RzK4sqmgimk;6;['images\\maxresdefault\\2885_US_RzK4sqmgimk_0.jpg'];[False];[200];['person', 'person', 'person', 'wine glass'];[0.8302385, 0.79801863, 0.7343509, 0.72056055];" 
";['happy'];[([(238, 238, 238), 'Grey93'], 8808.0), ([(58, 58, 58), 'Grey23'], 5088.0), ([(18, 18, 18), 'Grey7'], 3780.0), ([(228, 228, 228), 'Grey89'], 3658.0), ([(38, 38, 38), 'Grey15'], 3650.0)];[([(0, 0, 0), 'Black'], 6406.0), ([(255, 255, 255), 'White'], 5280.0), ([(128, 128, 128), 'Gray'], 4192.0), ([(192, 192, 192), 'Silver'], 2945.0), ([(128, 0, 0), 'Maroon'], 823.0)];1069943.0;984806.0;3875.269775390625;3693.6240234375;4101.6513671875;3973.08056640625;1678728.0;256.5785379247226;False
2886;2886;Rzuts_VwAL4;1;['images\\maxresdefault\\2886_US_Rzuts_VwAL4_0.jpg'];[False];[200];['person'];[0.9520817];" 
";['happy'];[([(18, 18, 18), 'Grey7'], 5962.0), ([(28, 28, 28), 'Grey11'], 4539.0), ([(58, 58, 58), 'Grey23'], 4331.0), ([(48, 48, 48), 'Grey19'], 3426.0), ([(38, 38, 38), 'Grey15'], 3250.0)];[([(192, 192, 192), 'Silver'], 5567.0), ([(0, 0, 0), 'Black'], 4952.0), ([(128, 0, 0), 'Maroon'], 3739.0), ([(128, 128, 128), 'Gray'], 3642.0), ([(255, 255, 255), 'White'], 1223.0)];1162178.0;990526.0;3463.06201171875;3106.373046875;3557.434326171875;2689.029296875;1678729.0;287.57247454524656;False
2887;2887;S-4rhjO6xYg;6;['images\\maxresdefault\\2887_US_S-4rhjO6xYg_0.jpg'];[False];[200];['person'];[0.51488173];"           

 

 

 

 

 

 

di

aa
=,
SD

=
~

Y
i

 

|

N
iN
N
.

HITNY.
HINGS
UWE le

T
AB

>|
";['happy', 'neutral', 'neutral'];[([(255, 255, 95), 'LightGoldenrod1'], 7070.0), ([(28, 28, 28), 'Grey11'], 4733.0), ([(18, 18, 18), 'Grey7'], 4170.0), ([(215, 175, 135), 'Tan'], 3477.0), ([(175, 135, 95), 'LightSalmon3'], 3454.0)];[([(128, 128, 128), 'Gray'], 6434.0), ([(255, 255, 0), 'Yellow'], 4658.0), ([(192, 192, 192), 'Silver'], 4079.0), ([(0, 0, 0), 'Black'], 3481.0), ([(128, 128, 0), 'Olive'], 1124.0)];997506.0;930482.0;3312.14013671875;4254.11865234375;3049.618408203125;2927.4892578125;1678274.0;304.9406246424894;False
2888;2888;S0OICOBR19Q;10;['images\\maxresdefault\\2888_US_S0OICOBR19Q_0.jpg'];[False];[200];[];[];"Sa at

 
";[];[([(255, 255, 255), 'White'], 12279.0), ([(215, 95, 95), 'IndianRed'], 10387.0), ([(238, 238, 238), 'Grey93'], 9359.0), ([(228, 228, 228), 'Grey89'], 3758.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3385.0)];[([(255, 255, 255), 'White'], 10468.0), ([(128, 128, 128), 'Gray'], 4087.0), ([(0, 0, 0), 'Black'], 2838.0), ([(255, 0, 0), 'Red'], 1900.0), ([(192, 192, 192), 'Silver'], 1360.0)];1004849.0;1076406.0;7412.5380859375;6971.884765625;7046.7763671875;7307.42626953125;1679237.0;236.0570872897838;False
2889;2889;S0eLwrrTBlc;5;['images\\maxresdefault\\2889_US_S0eLwrrTBlc_0.jpg'];[False];[200];['car', 'person'];[0.95201427, 0.79569936];" 
";[];[([(0, 0, 0), 'Black'], 15306.0), ([(135, 95, 95), 'LightPink4'], 4076.0), ([(8, 8, 8), 'Grey3'], 3489.0), ([(175, 135, 95), 'LightSalmon3'], 2786.0), ([(18, 18, 18), 'Grey7'], 2755.0)];[([(128, 128, 128), 'Gray'], 6925.0), ([(0, 0, 0), 'Black'], 4401.0), ([(192, 192, 192), 'Silver'], 3717.0), ([(255, 255, 255), 'White'], 2749.0), ([(128, 0, 0), 'Maroon'], 1882.0)];1105456.0;1217361.0;4416.1845703125;4048.347900390625;4504.291015625;3905.8974609375;1679180.0;569.9932502002059;False
2890;2890;S10azlzvS_8;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2891;2891;S1O4kia_Iog;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2892;2892;S1ke1xQ-rmY;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2893;2893;S2Cq_TpNXoQ;5;['images\\maxresdefault\\2893_US_S2Cq_TpNXoQ_0.jpg'];[False];[200];['person'];[0.884121];" 
";[];[([(95, 135, 175), 'SteelBlue'], 4518.0), ([(78, 78, 78), 'Grey30'], 4305.0), ([(135, 175, 215), 'LightSkyBlue3'], 4073.0), ([(175, 175, 215), 'LightSteelBlue3'], 3866.0), ([(88, 88, 88), 'Grey35'], 3663.0)];[([(128, 128, 128), 'Gray'], 8708.0), ([(192, 192, 192), 'Silver'], 7742.0), ([(0, 128, 128), 'Teal'], 2567.0), ([(0, 0, 0), 'Black'], 950.0), ([(0, 0, 128), 'Navy'], 525.0)];960806.0;1132712.0;6153.2939453125;7599.546875;6627.927734375;6261.42236328125;1679361.0;184.91534149410825;False
2894;2894;S45Y5WQ4Ucs;9;['images\\maxresdefault\\2894_US_S45Y5WQ4Ucs_0.jpg'];[False];[200];[];[];" 
";[];[([(158, 158, 158), 'Grey62'], 7683.0), ([(168, 168, 168), 'Grey66'], 6085.0), ([(68, 68, 68), 'Grey27'], 2681.0), ([(178, 178, 178), 'Grey70'], 2515.0), ([(58, 58, 58), 'Grey23'], 2438.0)];[([(192, 192, 192), 'Silver'], 8826.0), ([(128, 128, 128), 'Gray'], 7342.0), ([(128, 128, 0), 'Olive'], 3090.0), ([(255, 255, 255), 'White'], 750.0), ([(0, 0, 0), 'Black'], 468.0)];918083.0;1210838.0;5336.0078125;4934.0146484375;4984.5634765625;6028.7607421875;1679478.0;257.745452465393;False
2895;2895;S4vKQbpOn5k;8;['images\\maxresdefault\\2895_US_S4vKQbpOn5k_0.jpg'];[False];[200];['person', 'clock'];[0.75800294, 0.54571813];" 
";['neutral'];[([(215, 175, 135), 'Tan'], 8642.0), ([(215, 215, 175), 'LightYellow3'], 7537.0), ([(175, 175, 135), 'NavajoWhite3'], 4241.0), ([(8, 8, 8), 'Grey3'], 3450.0), ([(135, 135, 95), 'Wheat4'], 2978.0)];[([(192, 192, 192), 'Silver'], 10087.0), ([(128, 128, 128), 'Gray'], 4681.0), ([(0, 0, 0), 'Black'], 2421.0), ([(128, 128, 0), 'Olive'], 1894.0), ([(128, 0, 0), 'Maroon'], 1426.0)];849602.0;1172503.0;5471.5615234375;6158.81005859375;5688.4541015625;5046.2470703125;1679299.0;264.74018990962134;False
2896;2896;S4vxoP-IF2M;16;['images\\maxresdefault\\2896_US_S4vxoP-IF2M_0.jpg'];[False];[200];[];[];"TO mr ee ee
LOST ITS SHELL

 
";[];[([(0, 95, 135), 'DeepSkyBlue4'], 7188.0), ([(0, 95, 175), 'DeepSkyBlue4'], 5850.0), ([(28, 28, 28), 'Grey11'], 5232.0), ([(0, 135, 215), 'DeepSkyBlue3'], 5172.0), ([(0, 95, 95), 'DeepSkyBlue4'], 4985.0)];[([(0, 128, 128), 'Teal'], 10727.0), ([(0, 0, 128), 'Navy'], 4232.0), ([(128, 128, 128), 'Gray'], 2515.0), ([(192, 192, 192), 'Silver'], 1242.0), ([(255, 255, 255), 'White'], 777.0)];1349842.0;989508.0;5125.89111328125;4113.79150390625;4541.8154296875;8164.45166015625;1679602.0;211.50966708614575;False
2897;2897;S5xFft7kg8Q;11;['images\\maxresdefault\\2897_US_S5xFft7kg8Q_0.jpg'];[False];[200];['person', 'person'];[0.9169588, 0.916594];"oat

9:41AM

 

 

do you want to go to the
Getty Center with me now

Can you pick me
up in that

DBE comentivie4 Send

 

T,2,3)4)5)61778)9])0

ie , |?
wel® 2 = spxe

 
";['happy', 'neutral'];[([(238, 238, 238), 'Grey93'], 25158.0), ([(255, 255, 255), 'White'], 4490.0), ([(178, 178, 178), 'Grey70'], 1970.0), ([(215, 175, 175), 'MistyRose3'], 1881.0), ([(158, 158, 158), 'Grey62'], 1284.0)];[([(255, 255, 255), 'White'], 10341.0), ([(192, 192, 192), 'Silver'], 4302.0), ([(128, 128, 128), 'Gray'], 3976.0), ([(0, 128, 128), 'Teal'], 755.0), ([(0, 0, 0), 'Black'], 711.0)];1012741.0;1140505.0;7838.57421875;8310.193359375;7851.0283203125;7451.6953125;1679272.0;529.2895549708271;False
2898;2898;S6YYun90S8g;7;['images\\maxresdefault\\2898_US_S6YYun90S8g_0.jpg'];[False];[200];['car', 'person'];[0.9713499, 0.92200077];" 
";['angry'];[([(118, 118, 118), 'Grey46'], 4295.0), ([(128, 128, 128), 'Grey'], 3432.0), ([(108, 108, 108), 'Grey42'], 3219.0), ([(215, 175, 135), 'Tan'], 2403.0), ([(215, 175, 175), 'MistyRose3'], 2022.0)];[([(128, 128, 128), 'Gray'], 9461.0), ([(0, 0, 0), 'Black'], 4711.0), ([(192, 192, 192), 'Silver'], 4518.0), ([(255, 255, 255), 'White'], 1992.0), ([(128, 0, 0), 'Maroon'], 18.0)];808840.0;997989.0;4798.400390625;5260.1357421875;4972.4130859375;4960.310546875;1678878.0;226.49033291385427;False
2899;2899;S74uFJHI6gM;1;['images\\maxresdefault\\2899_US_S74uFJHI6gM_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'handbag'];[0.927229, 0.8664168, 0.8129813, 0.76304233, 0.5105802];" 
";[];[([(18, 18, 18), 'Grey7'], 8361.0), ([(28, 28, 28), 'Grey11'], 7227.0), ([(8, 8, 8), 'Grey3'], 5574.0), ([(175, 175, 215), 'LightSteelBlue3'], 3471.0), ([(135, 135, 175), 'LightSlateGrey'], 3336.0)];[([(0, 0, 0), 'Black'], 10591.0), ([(192, 192, 192), 'Silver'], 4915.0), ([(128, 128, 128), 'Gray'], 2286.0), ([(255, 255, 255), 'White'], 1290.0), ([(128, 0, 0), 'Maroon'], 796.0)];1070909.0;972379.0;5370.62158203125;5958.67919921875;5297.6953125;4159.33740234375;1679576.0;215.9803226175495;False
2900;2900;S7kG641iA_g;4;['images\\maxresdefault\\2900_US_S7kG641iA_g_0.jpg'];[False];[200];['person'];[0.94535387];"RISE""

PRESENTED BY

\ ""/ viRTUOSO

 
";[];[([(0, 0, 0), 'Black'], 12616.0), ([(198, 198, 198), 'Grey78'], 8293.0), ([(8, 8, 8), 'Grey3'], 5956.0), ([(188, 188, 188), 'Grey74'], 5415.0), ([(192, 192, 192), 'Silver'], 4900.0)];[([(0, 0, 0), 'Black'], 10468.0), ([(192, 192, 192), 'Silver'], 8338.0), ([(128, 128, 128), 'Gray'], 1016.0), ([(128, 0, 0), 'Maroon'], 646.0), ([(128, 128, 0), 'Olive'], 234.0)];947673.0;1209494.0;9017.669921875;9626.337890625;8900.875;8262.599609375;1679980.0;406.23109484040725;False
2901;2901;S8e1yxXiODQ;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2902;2902;S9KxqRUcnCU;11;['images\\maxresdefault\\2902_US_S9KxqRUcnCU_0.jpg'];[False];[200];['person'];[0.5004845];" 

 
";[];[([(228, 228, 228), 'Grey89'], 6224.0), ([(218, 218, 218), 'Grey85'], 4385.0), ([(208, 208, 208), 'Grey82'], 4078.0), ([(215, 215, 215), 'Grey84'], 3677.0), ([(238, 238, 238), 'Grey93'], 3253.0)];[([(192, 192, 192), 'Silver'], 6876.0), ([(255, 255, 255), 'White'], 5241.0), ([(128, 128, 128), 'Gray'], 4292.0), ([(0, 0, 0), 'Black'], 2223.0), ([(128, 128, 0), 'Olive'], 1457.0)];952636.0;937391.0;5730.41455078125;5266.4658203125;6052.55908203125;4802.81591796875;1678815.0;285.95298020821417;False
2903;2903;S9Xg6iUxYXU;6;['images\\maxresdefault\\2903_US_S9Xg6iUxYXU_0.jpg'];[False];[200];['person', 'person', 'person'];[0.84096396, 0.7328519, 0.55117685];" 
";['neutral'];[([(28, 28, 28), 'Grey11'], 11887.0), ([(38, 38, 38), 'Grey15'], 10576.0), ([(0, 0, 0), 'Black'], 9650.0), ([(18, 18, 18), 'Grey7'], 8832.0), ([(8, 8, 8), 'Grey3'], 3987.0)];[([(0, 0, 0), 'Black'], 14826.0), ([(128, 128, 128), 'Gray'], 2238.0), ([(128, 128, 0), 'Olive'], 1319.0), ([(192, 192, 192), 'Silver'], 998.0), ([(128, 0, 0), 'Maroon'], 930.0)];1409822.0;908036.0;7809.7958984375;8275.384765625;7846.80419921875;7725.6005859375;1679493.0;209.7717652442512;False
2904;2904;S9ibNh16xfs;23;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2905;2905;SA5ZUHsst8s;5;['images\\maxresdefault\\2905_US_SA5ZUHsst8s_0.jpg'];[False];[200];['person', 'person', 'dog'];[0.8898279, 0.8853737, 0.79628044];" 
";[];[([(18, 18, 18), 'Grey7'], 9647.0), ([(28, 28, 28), 'Grey11'], 6354.0), ([(255, 215, 175), 'NavajoWhite1'], 2748.0), ([(255, 215, 215), 'MistyRose1'], 2584.0), ([(8, 8, 8), 'Grey3'], 2553.0)];[([(0, 0, 0), 'Black'], 5385.0), ([(192, 192, 192), 'Silver'], 4891.0), ([(128, 128, 128), 'Gray'], 4157.0), ([(255, 255, 255), 'White'], 3429.0), ([(128, 0, 0), 'Maroon'], 1564.0)];1146404.0;998350.0;3936.667724609375;3124.02978515625;3656.779052734375;4327.0537109375;1678873.0;330.04850703580826;False
2906;2906;SA7AIQw-7Ms;7;['images\\maxresdefault\\2906_US_SA7AIQw-7Ms_0.jpg'];[False];[200];['person'];[0.57407665];" 
";[];[([(28, 28, 28), 'Grey11'], 21972.0), ([(38, 38, 38), 'Grey15'], 9716.0), ([(135, 95, 95), 'LightPink4'], 6167.0), ([(48, 48, 48), 'Grey19'], 3905.0), ([(175, 135, 135), 'RosyBrown'], 3303.0)];[([(128, 128, 128), 'Gray'], 9612.0), ([(0, 0, 0), 'Black'], 6170.0), ([(128, 128, 0), 'Olive'], 3384.0), ([(128, 0, 0), 'Maroon'], 1540.0), ([(0, 128, 0), 'Green'], 20.0)];1338136.0;629745.0;8099.9931640625;8326.94921875;8494.5234375;8092.525390625;1680071.0;386.64866720054914;False
